LID,#ID,Avg_fold,Length,Ref_GC,Covered_percent,Covered_bases,Plus_reads,Minus_reads,Read_GC,Median_fold,Std_Dev
LID106592,6_LID_107883_492_length_34868_cov_56.276093,0.0303,34868,0.5993,1.5946,556,17,19,0.6646,0,0.26
LID106592,7_LID_105984_101_length_34574_cov_32.439343,0.0098,34574,0.5178,0.752,260,6,5,0.6386,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106593,1_LID_105965_147_length_32612_cov_57.813084,0.0072,32612,0.4945,0.6225,203,2,3,0.5,0,0.1
LID106593,2_LID_108406_319_length_33793_cov_3042.057049,0.0211,33793,0.5329,1.9264,651,5,3,0.547,0,0.16
LID106593,3_LID_108304_5458_2674_1100_9120_632_updated,0.0016,34219,0.4927,0.1637,56,1,1,0.5357,0,0.04
LID106593,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106593,5_LID_105867_65_length_34064_cov_12.309771,0.0028,34064,0.5259,0.1732,59,1,2,0.4787,0,0.07
LID106593,6_LID_107883_492_length_34868_cov_56.276093,0.0076,34868,0.5993,0.5994,209,4,3,0.6378,0,0.1
LID106593,7_LID_105984_101_length_34574_cov_32.439343,0.0014,34574,0.5178,0.1446,50,1,0,0.5517,0,0.04
,,,,,,,,,,,
,,,,,,,,,,,
LID106594,1_LID_105965_147_length_32612_cov_57.813084,0.0192,32612,0.4945,1.2664,413,11,12,0.5071,0,0.18
LID106594,2_LID_108406_319_length_33793_cov_3042.057049,0.0342,33793,0.5329,2.3378,790,13,10,0.6101,0,0.23
LID106594,3_LID_108304_5458_2674_1100_9120_632_updated,0.0159,34219,0.4927,1.0608,363,12,9,0.4486,0,0.16
LID106594,4_LID_107882_345_length_34311_cov_8.59512,0.0254,34311,0.5302,1.7633,605,15,12,0.4868,0,0.2
LID106594,5_LID_105867_65_length_34064_cov_12.309771,0.0319,34064,0.5259,1.8436,628,20,21,0.5028,0,0.24
LID106594,6_LID_107883_492_length_34868_cov_56.276093,0.0335,34868,0.5993,2.1768,759,22,20,0.6331,0,0.25
LID106594,7_LID_105984_101_length_34574_cov_32.439343,0.0148,34574,0.5178,1.0355,358,11,8,0.5547,0,0.15
,,,,,,,,,,,
,,,,,,,,,,,
LID106595,1_LID_105965_147_length_32612_cov_57.813084,0,32612,0.4945,0,0,0,0,0,0,0
LID106595,2_LID_108406_319_length_33793_cov_3042.057049,0,33793,0.5329,0,0,0,0,0,0,0
LID106595,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID106595,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106595,5_LID_105867_65_length_34064_cov_12.309771,0,34064,0.5259,0,0,0,0,0,0,0
LID106595,6_LID_107883_492_length_34868_cov_56.276093,0,34868,0.5993,0,0,0,0,0,0,0
LID106595,7_LID_105984_101_length_34574_cov_32.439343,0,34574,0.5178,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
LID106596,1_LID_105965_147_length_32612_cov_57.813084,0.0025,32612,0.4945,0.1625,53,2,1,0.561,0,0.06
LID106596,2_LID_108406_319_length_33793_cov_3042.057049,0.0091,33793,0.5329,0.6185,209,6,6,0.4752,0,0.12
LID106596,3_LID_108304_5458_2674_1100_9120_632_updated,0.0095,34219,0.4927,0.4179,143,6,5,0.3589,0,0.16
LID106596,4_LID_107882_345_length_34311_cov_8.59512,0.0125,34311,0.5302,0.8277,284,7,5,0.4646,0,0.14
LID106596,5_LID_105867_65_length_34064_cov_12.309771,0.0068,34064,0.5259,0.6018,205,3,3,0.5689,0,0.09
LID106596,6_LID_107883_492_length_34868_cov_56.276093,0.0052,34868,0.5993,0.3786,132,3,4,0.6188,0,0.09
LID106596,7_LID_105984_101_length_34574_cov_32.439343,0.0051,34574,0.5178,0.2632,91,2,6,0.4326,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106597,1_LID_105965_147_length_32612_cov_57.813084,0.0016,32612,0.4945,0.1595,52,0,2,0.5577,0,0.04
LID106597,2_LID_108406_319_length_33793_cov_3042.057049,0.0017,33793,0.5329,0.1716,58,1,1,0.5517,0,0.04
LID106597,3_LID_108304_5458_2674_1100_9120_632_updated,0.0026,34219,0.4927,0.1958,67,1,3,0.4659,0,0.06
LID106597,4_LID_107882_345_length_34311_cov_8.59512,0.0019,34311,0.5302,0.0933,32,1,1,0.6563,0,0.06
LID106597,5_LID_105867_65_length_34064_cov_12.309771,0,34064,0.5259,0,0,0,0,0,0,0
LID106597,6_LID_107883_492_length_34868_cov_56.276093,0.0057,34868,0.5993,0.4216,147,4,3,0.5404,0,0.09
LID106597,7_LID_105984_101_length_34574_cov_32.439343,0.0035,34574,0.5178,0.2834,98,2,3,0.7,0,0.07
,,,,,,,,,,,
,,,,,,,,,,,
LID106599,1_LID_105965_147_length_32612_cov_57.813084,0.0036,32612,0.4945,0.2698,88,3,1,0.6,0,0.07
LID106599,2_LID_108406_319_length_33793_cov_3042.057049,0.0191,33793,0.5329,1.4648,495,6,7,0.5888,0,0.17
LID106599,3_LID_108304_5458_2674_1100_9120_632_updated,0.0053,34219,0.4927,0.4617,158,1,3,0.6019,0,0.08
LID106599,4_LID_107882_345_length_34311_cov_8.59512,0.0122,34311,0.5302,0.9239,317,7,6,0.6317,0,0.13
LID106599,5_LID_105867_65_length_34064_cov_12.309771,0.0046,34064,0.5259,0.3904,133,3,4,0.5528,0,0.08
LID106599,6_LID_107883_492_length_34868_cov_56.276093,0.0054,34868,0.5993,0.3155,110,2,5,0.7725,0,0.1
LID106599,7_LID_105984_101_length_34574_cov_32.439343,0.003,34574,0.5178,0.214,74,2,2,0.5047,0,0.07
,,,,,,,,,,,
,,,,,,,,,,,
LID106600,1_LID_105965_147_length_32612_cov_57.813084,0,32612,0.4945,0,0,0,0,0,0,0
LID106600,2_LID_108406_319_length_33793_cov_3042.057049,0,33793,0.5329,0,0,0,0,0,0,0
LID106600,3_LID_108304_5458_2674_1100_9120_632_updated,0.0033,34219,0.4927,0.1666,57,2,2,0.4138,0,0.08
LID106600,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106600,5_LID_105867_65_length_34064_cov_12.309771,0.0015,34064,0.5259,0.0763,26,1,1,0.4815,0,0.06
LID106600,6_LID_107883_492_length_34868_cov_56.276093,0.0017,34868,0.5993,0.086,30,1,1,0.3333,0,0.06
LID106600,7_LID_105984_101_length_34574_cov_32.439343,0.0033,34574,0.5178,0.1649,57,2,2,0.5873,0,0.08
,,,,,,,,,,,
,,,,,,,,,,,
LID106601,1_LID_105965_147_length_32612_cov_57.813084,0.0109,32612,0.4945,0.7083,231,7,7,0.5515,0,0.14
LID106601,2_LID_108406_319_length_33793_cov_3042.057049,0.014,33793,0.5329,0.6096,206,8,8,0.61,0,0.2
LID106601,3_LID_108304_5458_2674_1100_9120_632_updated,0.0058,34219,0.4927,0.3565,122,4,4,0.525,0,0.1
LID106601,4_LID_107882_345_length_34311_cov_8.59512,0.0017,34311,0.5302,0.172,59,1,1,0.4237,0,0.04
LID106601,5_LID_105867_65_length_34064_cov_12.309771,0.0087,34064,0.5259,0.5607,191,7,4,0.4834,0,0.12
LID106601,6_LID_107883_492_length_34868_cov_56.276093,1.0278,34868,0.5993,51.3537,17906,7,9,0.6203,2,1
LID106601,7_LID_105984_101_length_34574_cov_32.439343,0.0064,34574,0.5178,0.3529,122,4,5,0.4589,0,0.11
,,,,,,,,,,,
,,,,,,,,,,,
LID106602,1_LID_105965_147_length_32612_cov_57.813084,0.0226,32612,0.4945,1.4627,477,11,13,0.4849,0,0.21
LID106602,2_LID_108406_319_length_33793_cov_3042.057049,0.4184,33793,0.5329,20.9185,7069,13,10,0.4934,0,0.82
LID106602,3_LID_108304_5458_2674_1100_9120_632_updated,0.0104,34219,0.4927,0.5056,173,5,7,0.5871,0,0.16
LID106602,4_LID_107882_345_length_34311_cov_8.59512,0.0146,34311,0.5302,0.9181,315,8,10,0.5051,0,0.17
LID106602,5_LID_105867_65_length_34064_cov_12.309771,0.0152,34064,0.5259,1.1214,382,8,10,0.4783,0,0.15
LID106602,6_LID_107883_492_length_34868_cov_56.276093,5.1437,34868,0.5993,97.4791,33989,627,627,0.5981,5,3.06
LID106602,7_LID_105984_101_length_34574_cov_32.439343,0.0094,34574,0.5178,0.7144,247,6,6,0.5934,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106603,1_LID_105965_147_length_32612_cov_57.813084,0.0687,32612,0.4945,4.7866,1561,9,14,0.4594,0,0.33
LID106603,2_LID_108406_319_length_33793_cov_3042.057049,0.4289,33793,0.5329,42.5384,14375,9,4,0.5278,0,0.5
LID106603,3_LID_108304_5458_2674_1100_9120_632_updated,0.005,34219,0.4927,0.4033,138,2,3,0.5799,0,0.08
LID106603,4_LID_107882_345_length_34311_cov_8.59512,0.0077,34311,0.5302,0.5567,191,3,5,0.5877,0,0.11
LID106603,5_LID_105867_65_length_34064_cov_12.309771,0.0161,34064,0.5259,0.8719,297,8,10,0.4573,0,0.2
LID106603,6_LID_107883_492_length_34868_cov_56.276093,0.015,34868,0.5993,0.9608,335,9,9,0.6504,0,0.16
LID106603,7_LID_105984_101_length_34574_cov_32.439343,0.0084,34574,0.5178,0.5409,187,5,6,0.5534,0,0.13
,,,,,,,,,,,
,,,,,,,,,,,
LID106604,1_LID_105965_147_length_32612_cov_57.813084,0.04,32612,0.4945,2.4745,807,28,22,0.5268,0,0.26
LID106604,2_LID_108406_319_length_33793_cov_3042.057049,0.0465,33793,0.5329,3.1101,1051,27,30,0.5375,0,0.28
LID106604,3_LID_108304_5458_2674_1100_9120_632_updated,0.0363,34219,0.4927,2.034,696,23,24,0.5201,0,0.3
LID106604,4_LID_107882_345_length_34311_cov_8.59512,0.0322,34311,0.5302,1.9673,675,18,24,0.5023,0,0.25
LID106604,5_LID_105867_65_length_34064_cov_12.309771,0.0395,34064,0.5259,2.7419,934,23,26,0.5313,0,0.26
LID106604,6_LID_107883_492_length_34868_cov_56.276093,0.0599,34868,0.5993,3.7341,1302,34,37,0.6327,0,0.34
LID106604,7_LID_105984_101_length_34574_cov_32.439343,0.0356,34574,0.5178,2.1635,748,24,26,0.5214,0,0.26
,,,,,,,,,,,
,,,,,,,,,,,
LID106606,1_LID_105965_147_length_32612_cov_57.813084,0.0348,32612,0.4945,2.7076,883,22,17,0.47,0,0.22
LID106606,2_LID_108406_319_length_33793_cov_3042.057049,0.0505,33793,0.5329,2.9651,1002,36,29,0.5223,0,0.32
LID106606,3_LID_108304_5458_2674_1100_9120_632_updated,1.2716,34219,0.4927,62.8803,21517,32,37,0.4685,2,1.01
LID106606,4_LID_107882_345_length_34311_cov_8.59512,0.0556,34311,0.5302,3.8501,1321,27,33,0.5281,0,0.29
LID106606,5_LID_105867_65_length_34064_cov_12.309771,0.0443,34064,0.5259,3.1617,1077,21,25,0.4983,0,0.26
LID106606,6_LID_107883_492_length_34868_cov_56.276093,0.0473,34868,0.5993,3.1748,1107,31,28,0.5548,0,0.29
LID106606,7_LID_105984_101_length_34574_cov_32.439343,0.0447,34574,0.5178,3.0399,1051,27,25,0.4722,0,0.27
,,,,,,,,,,,
,,,,,,,,,,,
LID106608,1_LID_105965_147_length_32612_cov_57.813084,0.0009,32612,0.4945,0.092,30,0,1,0.4667,0,0.03
LID106608,2_LID_108406_319_length_33793_cov_3042.057049,0.0023,33793,0.5329,0.2338,79,0,1,0.6129,0,0.05
LID106608,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID106608,4_LID_107882_345_length_34311_cov_8.59512,0.0036,34311,0.5302,0.3585,123,1,1,0.4561,0,0.06
LID106608,5_LID_105867_65_length_34064_cov_12.309771,0.0007,34064,0.5259,0.0675,23,1,0,0.7391,0,0.03
LID106608,6_LID_107883_492_length_34868_cov_56.276093,0.0062,34868,0.5993,0.3097,108,4,4,0.6574,0,0.11
LID106608,7_LID_105984_101_length_34574_cov_32.439343,0.0022,34574,0.5178,0.1475,51,2,1,0.4675,0,0.06
,,,,,,,,,,,
,,,,,,,,,,,
LID106609,1_LID_105965_147_length_32612_cov_57.813084,0.0195,32612,0.4945,1.0395,339,10,12,0.5268,0,0.22
LID106609,2_LID_108406_319_length_33793_cov_3042.057049,0.0149,33793,0.5329,1.0209,345,11,7,0.5442,0,0.16
LID106609,3_LID_108304_5458_2674_1100_9120_632_updated,0.0051,34219,0.4927,0.3624,124,4,2,0.4663,0,0.09
LID106609,4_LID_107882_345_length_34311_cov_8.59512,0.0077,34311,0.5302,0.4663,160,5,5,0.4961,0,0.12
LID106609,5_LID_105867_65_length_34064_cov_12.309771,0.0075,34064,0.5259,0.5137,175,4,5,0.4727,0,0.11
LID106609,6_LID_107883_492_length_34868_cov_56.276093,0.0189,34868,0.5993,1.1816,412,10,13,0.6167,0,0.2
LID106609,7_LID_105984_101_length_34574_cov_32.439343,0.0121,34574,0.5178,0.6826,236,10,6,0.4865,0,0.15
,,,,,,,,,,,
,,,,,,,,,,,
LID106610,1_LID_105965_147_length_32612_cov_57.813084,0.0015,32612,0.4945,0.1472,48,0,2,0.3958,0,0.04
LID106610,2_LID_108406_319_length_33793_cov_3042.057049,0.0045,33793,0.5329,0.3936,133,3,3,0.557,0,0.07
LID106610,3_LID_108304_5458_2674_1100_9120_632_updated,0.0026,34219,0.4927,0.1753,60,1,2,0.3765,0,0.06
LID106610,4_LID_107882_345_length_34311_cov_8.59512,0.0008,34311,0.5302,0.0787,27,0,1,0.4444,0,0.03
LID106610,5_LID_105867_65_length_34064_cov_12.309771,0.0097,34064,0.5259,0.6312,215,5,7,0.4242,0,0.13
LID106610,6_LID_107883_492_length_34868_cov_56.276093,0.0058,34868,0.5993,0.3671,128,5,3,0.63,0,0.1
LID106610,7_LID_105984_101_length_34574_cov_32.439343,0.002,34574,0.5178,0.1302,45,2,1,0.3913,0,0.06
,,,,,,,,,,,
,,,,,,,,,,,
LID106611,1_LID_105965_147_length_32612_cov_57.813084,0.0109,32612,0.4945,0.6501,212,8,6,0.4809,0,0.14
LID106611,2_LID_108406_319_length_33793_cov_3042.057049,0.0136,33793,0.5329,0.9884,334,7,8,0.5541,0,0.14
LID106611,3_LID_108304_5458_2674_1100_9120_632_updated,0.0103,34219,0.4927,0.6575,225,8,6,0.6,0,0.13
LID106611,4_LID_107882_345_length_34311_cov_8.59512,0.0191,34311,0.5302,1.1775,404,12,11,0.5247,0,0.2
LID106611,5_LID_105867_65_length_34064_cov_12.309771,0.0143,34064,0.5259,1.1801,402,9,6,0.4597,0,0.14
LID106611,6_LID_107883_492_length_34868_cov_56.276093,0.0172,34868,0.5993,1.1328,395,13,10,0.625,0,0.17
LID106611,7_LID_105984_101_length_34574_cov_32.439343,0.0114,34574,0.5178,0.5033,174,9,8,0.5812,0,0.17
,,,,,,,,,,,
,,,,,,,,,,,
LID106612,1_LID_105965_147_length_32612_cov_57.813084,0.0123,32612,0.4945,0.8432,275,7,8,0.4353,0,0.14
LID106612,2_LID_108406_319_length_33793_cov_3042.057049,0.0207,33793,0.5329,1.3701,463,6,7,0.601,0,0.18
LID106612,3_LID_108304_5458_2674_1100_9120_632_updated,0.0085,34219,0.4927,0.4267,146,4,6,0.4354,0,0.13
LID106612,4_LID_107882_345_length_34311_cov_8.59512,0.0148,34311,0.5302,1.2037,413,7,7,0.5569,0,0.14
LID106612,5_LID_105867_65_length_34064_cov_12.309771,0.0142,34064,0.5259,0.7868,268,9,9,0.595,0,0.18
LID106612,6_LID_107883_492_length_34868_cov_56.276093,0.0165,34868,0.5993,1.1386,397,11,9,0.62,0,0.16
LID106612,7_LID_105984_101_length_34574_cov_32.439343,0.0108,34574,0.5178,0.7057,244,5,7,0.5046,0,0.15
,,,,,,,,,,,
,,,,,,,,,,,
LID106613,1_LID_105965_147_length_32612_cov_57.813084,0.0018,32612,0.4945,0.0889,29,1,1,0.6207,0,0.06
LID106613,2_LID_108406_319_length_33793_cov_3042.057049,0.0006,33793,0.5329,0.0621,21,0,1,0.619,0,0.02
LID106613,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID106613,4_LID_107882_345_length_34311_cov_8.59512,0,34311,0.5302,0,0,0,0,0,0,0
LID106613,5_LID_105867_65_length_34064_cov_12.309771,0.0009,34064,0.5259,0.091,31,1,0,0.6071,0,0.03
LID106613,6_LID_107883_492_length_34868_cov_56.276093,0.0039,34868,0.5993,0.304,106,1,2,0.6,0,0.08
LID106613,7_LID_105984_101_length_34574_cov_32.439343,0,34574,0.5178,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
LID106614,1_LID_105965_147_length_32612_cov_57.813084,0.0095,32612,0.4945,0.6255,204,5,7,0.4517,0,0.13
LID106614,2_LID_108406_319_length_33793_cov_3042.057049,0.0217,33793,0.5329,1.2725,430,12,12,0.5472,0,0.21
LID106614,3_LID_108304_5458_2674_1100_9120_632_updated,0.0061,34219,0.4927,0.6078,208,5,2,0.4286,0,0.08
LID106614,4_LID_107882_345_length_34311_cov_8.59512,0.0093,34311,0.5302,0.7082,243,7,5,0.5839,0,0.12
LID106614,5_LID_105867_65_length_34064_cov_12.309771,0.0035,34064,0.5259,0.2642,90,2,2,0.5083,0,0.07
LID106614,6_LID_107883_492_length_34868_cov_56.276093,0.0196,34868,0.5993,1.3594,474,11,12,0.6268,0,0.18
LID106614,7_LID_105984_101_length_34574_cov_32.439343,0.0084,34574,0.5178,0.5235,181,5,6,0.5724,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106615,1_LID_105965_147_length_32612_cov_57.813084,0.0082,32612,0.4945,0.6593,215,4,6,0.5109,0,0.11
LID106615,2_LID_108406_319_length_33793_cov_3042.057049,0.0176,33793,0.5329,1.1718,396,13,9,0.5623,0,0.17
LID106615,3_LID_108304_5458_2674_1100_9120_632_updated,0.0102,34219,0.4927,0.6312,216,6,7,0.4298,0,0.13
LID106615,4_LID_107882_345_length_34311_cov_8.59512,0.01,34311,0.5302,0.7141,245,6,7,0.5468,0,0.12
LID106615,5_LID_105867_65_length_34064_cov_12.309771,0.0079,34064,0.5259,0.5783,197,5,5,0.5303,0,0.11
LID106615,6_LID_107883_492_length_34868_cov_56.276093,0.3053,34868,0.5993,20.5891,7179,43,47,0.5998,0,0.69
LID106615,7_LID_105984_101_length_34574_cov_32.439343,0.0051,34574,0.5178,0.2545,88,3,3,0.5326,0,0.1
,,,,,,,,,,,
,,,,,,,,,,,
LID106616,1_LID_105965_147_length_32612_cov_57.813084,0.0034,32612,0.4945,0.2514,82,3,1,0.4636,0,0.07
LID106616,2_LID_108406_319_length_33793_cov_3042.057049,0.0126,33793,0.5329,0.9203,311,4,3,0.6581,0,0.14
LID106616,3_LID_108304_5458_2674_1100_9120_632_updated,0.0065,34219,0.4927,0.5757,197,4,2,0.5233,0,0.09
LID106616,4_LID_107882_345_length_34311_cov_8.59512,0.0063,34311,0.5302,0.3497,120,4,3,0.4227,0,0.11
LID106616,5_LID_105867_65_length_34064_cov_12.309771,0.009,34064,0.5259,0.593,202,6,5,0.4528,0,0.12
LID106616,6_LID_107883_492_length_34868_cov_56.276093,0.007,34868,0.5993,0.4703,164,6,3,0.5656,0,0.11
LID106616,7_LID_105984_101_length_34574_cov_32.439343,0.0065,34574,0.5178,0.3702,128,4,3,0.4955,0,0.11
,,,,,,,,,,,
,,,,,,,,,,,
LID106617,1_LID_105965_147_length_32612_cov_57.813084,0.0008,32612,0.4945,0.0828,27,0,1,0.1481,0,0.03
LID106617,2_LID_108406_319_length_33793_cov_3042.057049,0,33793,0.5329,0,0,0,0,0,0,0
LID106617,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID106617,4_LID_107882_345_length_34311_cov_8.59512,0.0007,34311,0.5302,0.067,23,1,0,0.1739,0,0.03
LID106617,5_LID_105867_65_length_34064_cov_12.309771,0.0006,34064,0.5259,0.0646,22,0,1,0.9565,0,0.03
LID106617,6_LID_107883_492_length_34868_cov_56.276093,0.0007,34868,0.5993,0.066,23,0,1,0.7826,0,0.03
LID106617,7_LID_105984_101_length_34574_cov_32.439343,0,34574,0.5178,0,0,0,0,0,0,0
,,,,,,,,,,,
,,,,,,,,,,,
LID106618,1_LID_105965_147_length_32612_cov_57.813084,0.0173,32612,0.4945,1.3185,430,10,6,0.5351,0,0.16
LID106618,2_LID_108406_319_length_33793_cov_3042.057049,0.0139,33793,0.5329,0.7901,267,7,9,0.5133,0,0.18
LID106618,3_LID_108304_5458_2674_1100_9120_632_updated,0.0034,34219,0.4927,0.2513,86,1,3,0.5546,0,0.07
LID106618,4_LID_107882_345_length_34311_cov_8.59512,0.0109,34311,0.5302,0.6878,236,5,8,0.4944,0,0.14
LID106618,5_LID_105867_65_length_34064_cov_12.309771,0.0069,34064,0.5259,0.4374,149,4,4,0.4917,0,0.11
LID106618,6_LID_107883_492_length_34868_cov_56.276093,0.0134,34868,0.5993,0.6797,237,8,10,0.625,0,0.19
LID106618,7_LID_105984_101_length_34574_cov_32.439343,0.0066,34574,0.5178,0.3384,117,5,3,0.4775,0,0.13
,,,,,,,,,,,
,,,,,,,,,,,
LID106619,1_LID_105965_147_length_32612_cov_57.813084,0.0031,32612,0.4945,0.1564,51,2,2,0.6078,0,0.08
LID106619,2_LID_108406_319_length_33793_cov_3042.057049,0.0034,33793,0.5329,0.3373,114,3,1,0.6262,0,0.06
LID106619,3_LID_108304_5458_2674_1100_9120_632_updated,0.0007,34219,0.4927,0.0672,23,0,1,0.5,0,0.03
LID106619,4_LID_107882_345_length_34311_cov_8.59512,0.004,34311,0.5302,0.2361,81,3,2,0.5328,0,0.09
LID106619,5_LID_105867_65_length_34064_cov_12.309771,0.0043,34064,0.5259,0.273,93,2,3,0.5912,0,0.09
LID106619,6_LID_107883_492_length_34868_cov_56.276093,0.0071,34868,0.5993,0.4302,150,4,6,0.6653,0,0.11
LID106619,7_LID_105984_101_length_34574_cov_32.439343,0.0021,34574,0.5178,0.2111,73,1,2,0.4865,0,0.05
,,,,,,,,,,,
,,,,,,,,,,,
LID106620,1_LID_105965_147_length_32612_cov_57.813084,0.0019,32612,0.4945,0.0951,31,1,1,0.619,0,0.06
LID106620,2_LID_108406_319_length_33793_cov_3042.057049,0.0009,33793,0.5329,0.0947,32,0,1,0.5758,0,0.03
LID106620,3_LID_108304_5458_2674_1100_9120_632_updated,0,34219,0.4927,0,0,0,0,0,0,0
LID106620,4_LID_107882_345_length_34311_cov_8.59512,0.0026,34311,0.5302,0.1282,44,2,2,0.5227,0,0.07
LID106620,5_LID_105867_65_length_34064_cov_12.309771,0.0022,34064,0.5259,0.1438,49,1,2,0.4133,0,0.06
LID106620,6_LID_107883_492_length_34868_cov_56.276093,0.0022,34868,0.5993,0.218,76,1,0,0.7742,0,0.05
LID106620,7_LID_105984_101_length_34574_cov_32.439343,0.002,34574,0.5178,0.1302,45,1,2,0.3913,0,0.06
,,,,,,,,,,,
,,,,,,,,,,,
LID106621,1_LID_105965_147_length_32612_cov_57.813084,0.0096,32612,0.4945,0.7145,233,3,8,0.43,0,0.12
LID106621,2_LID_108406_319_length_33793_cov_3042.057049,0.0167,33793,0.5329,1.4234,481,6,5,0.5571,0,0.15
LID106621,3_LID_108304_5458_2674_1100_9120_632_updated,0.0045,34219,0.4927,0.2922,100,2,4,0.6731,0,0.09
LID106621,4_LID_107882_345_length_34311_cov_8.59512,0.0093,34311,0.5302,0.5071,174,7,6,0.6442,0,0.13
LID106621,5_LID_105867_65_length_34064_cov_12.309771,0.0104,34064,0.5259,0.5079,173,8,6,0.5109,0,0.16
LID106621,6_LID_107883_492_length_34868_cov_56.276093,0.0077,34868,0.5993,0.542,189,7,3,0.65,0,0.11
LID106621,7_LID_105984_101_length_34574_cov_32.439343,0.0095,34574,0.5178,0.726,251,6,6,0.5241,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106622,1_LID_105965_147_length_32612_cov_57.813084,0.0532,32612,0.4945,3.3362,1088,36,27,0.5278,0,0.32
LID106622,2_LID_108406_319_length_33793_cov_3042.057049,0.0576,33793,0.5329,3.6931,1248,32,37,0.5217,0,0.33
LID106622,3_LID_108304_5458_2674_1100_9120_632_updated,0.0563,34219,0.4927,3.1561,1080,35,39,0.4968,0,0.35
LID106622,4_LID_107882_345_length_34311_cov_8.59512,0.0514,34311,0.5302,3.1972,1097,29,29,0.5416,0,0.33
LID106622,5_LID_105867_65_length_34064_cov_12.309771,0.0429,34064,0.5259,2.9503,1005,26,29,0.5148,0,0.27
LID106622,6_LID_107883_492_length_34868_cov_56.276093,0.0793,34868,0.5993,4.2589,1485,44,55,0.6039,0,0.42
LID106622,7_LID_105984_101_length_34574_cov_32.439343,0.0465,34574,0.5178,3.2597,1127,31,28,0.5056,0,0.28
,,,,,,,,,,,
,,,,,,,,,,,
LID106623,1_LID_105965_147_length_32612_cov_57.813084,0.007,32612,0.4945,0.4692,153,4,5,0.3515,0,0.11
LID106623,2_LID_108406_319_length_33793_cov_3042.057049,0.0028,33793,0.5329,0.2841,96,3,0,0.5333,0,0.05
LID106623,3_LID_108304_5458_2674_1100_9120_632_updated,0.0025,34219,0.4927,0.1637,56,1,2,0.3614,0,0.06
LID106623,4_LID_107882_345_length_34311_cov_8.59512,0.0044,34311,0.5302,0.3701,127,4,2,0.6118,0,0.08
LID106623,5_LID_105867_65_length_34064_cov_12.309771,0.0081,34064,0.5259,0.5167,176,3,6,0.6852,0,0.14
LID106623,6_LID_107883_492_length_34868_cov_56.276093,0.0078,34868,0.5993,0.5965,208,3,6,0.5877,0,0.12
LID106623,7_LID_105984_101_length_34574_cov_32.439343,0.0073,34574,0.5178,0.3991,138,5,4,0.4488,0,0.12
,,,,,,,,,,,
,,,,,,,,,,,
LID106624,1_LID_105965_147_length_32612_cov_57.813084,0.0037,32612,0.4945,0.2637,86,2,2,0.5833,0,0.08
LID106624,2_LID_108406_319_length_33793_cov_3042.057049,0.0083,33793,0.5329,0.4143,140,5,5,0.6084,0,0.13
LID106624,3_LID_108304_5458_2674_1100_9120_632_updated,0.0073,34219,0.4927,0.5582,191,4,3,0.401,0,0.1
LID106624,4_LID_107882_345_length_34311_cov_8.59512,0.0013,34311,0.5302,0.067,23,1,1,0.5652,0,0.05
LID106624,5_LID_105867_65_length_34064_cov_12.309771,0.0021,34064,0.5259,0.135,46,1,2,0.6857,0,0.06
LID106624,6_LID_107883_492_length_34868_cov_56.276093,0.0048,34868,0.5993,0.4073,142,3,3,0.56,0,0.08
LID106624,7_LID_105984_101_length_34574_cov_32.439343,0.0049,34574,0.5178,0.4078,141,3,1,0.5268,0,0.08
,,,,,,,,,,,
,,,,,,,,,,,
LID106625,1_LID_105965_147_length_32612_cov_57.813084,0.0376,32612,0.4945,2.6095,851,22,22,0.4593,0,0.24
LID106625,2_LID_108406_319_length_33793_cov_3042.057049,0.0488,33793,0.5329,2.9266,989,30,29,0.5263,0,0.3
LID106625,3_LID_108304_5458_2674_1100_9120_632_updated,0.0207,34219,0.4927,1.4407,493,10,14,0.4813,0,0.18
LID106625,4_LID_107882_345_length_34311_cov_8.59512,0.0287,34311,0.5302,1.8769,644,15,20,0.5623,0,0.22
LID106625,5_LID_105867_65_length_34064_cov_12.309771,0.0366,34064,0.5259,2.0491,698,23,20,0.5481,0,0.29
LID106625,6_LID_107883_492_length_34868_cov_56.276093,0.0386,34868,0.5993,2.607,909,22,28,0.5798,0,0.26
LID106625,7_LID_105984_101_length_34574_cov_32.439343,0.0435,34574,0.5178,3.0485,1054,23,24,0.5225,0,0.27
,,,,,,,,,,,
